"GEOID","NAME","STATE","YEAR","TOTAL_POP","WHITE_POP","BLACK_POP","ASIAN_POP","HISPANIC_POP"
"51750","Radford","VA",2022,411190,16221,256631,177978,352074
"51183","Sussex","VA",2022,154898,15484,251985,265225,48877
"51610","Falls Church","VA",2022,96916,775435,71889,201139,22367
"51595","Emporia","VA",2022,977093,401818,197628,88542,35456
"72121","Sabana Grande","PR",2022,253037,124069,438227,200771,365796
"72147","Vieques","PR",2022,312210,75866,144129,116111,118581
"39145","Scioto","OH",2022,361231,382931,170875,6399,308390
"39087","Lawrence","OH",2022,79936,634076,437496,75052,348025
"39115","Morgan","OH",2022,540211,774560,130688,249225,120328
"39067","Harrison","OH",2022,79762,553673,169024,127651,323163
"40061","Haskell","OK",2022,657143,367531,369639,295367,301610
"51620","Franklin","VA",2022,341534,115076,252699,223152,365824
"53001","Adams","WA",2022,337287,714316,17700,36322,198573
"54091","Taylor","WV",2022,528745,51288,74997,183575,177374
"72071","Isabela","PR",2022,434231,875404,55783,57027,348971
"72017","Barceloneta","PR",2022,973874,884774,489822,195223,35771
"39029","Columbiana","OH",2022,899506,50911,478524,241334,355727
"39099","Mahoning","OH",2022,847144,21571,868,67088,159400
"40011","Blaine","OK",2022,536816,105877,193270,186959,317046
"40091","McIntosh","OK",2022,312607,850318,300175,180115,315136
"55025","Dane","WI",2022,220959,204931,267948,189642,342419
"55103","Richland","WI",2022,630898,835448,455390,296366,49985
"55135","Waupaca","WI",2022,208146,778953,326403,47820,204594
"72111","Peñuelas","PR",2022,631950,110223,460374,39069,132285
"72093","Maricao","PR",2022,572336,79519,296153,77330,194786
"13231","Pike","GA",2022,796268,231411,357590,215609,237221
"13055","Chattooga","GA",2022,721227,309110,51035,126317,375311
"13011","Banks","GA",2022,143050,717125,343964,185497,10464
"13003","Atkinson","GA",2022,362170,646509,22476,262255,39412
"31025","Cass","NE",2022,443872,512203,389778,173865,61750
"31061","Franklin","NE",2022,253074,525114,322585,282259,273632
"31175","Valley","NE",2022,4165,120453,310217,81515,144327
"48337","Montague","TX",2022,839666,750070,240646,131580,273269
"48211","Hemphill","TX",2022,174752,807009,335481,118368,163153
"48111","Dallam","TX",2022,977880,707537,273958,234869,242975
"50001","Addison","VT",2022,478405,802202,419747,2204,253159
"13321","Worth","GA",2022,151358,415161,239811,218440,373302
"18181","White","IN",2022,949880,342645,141178,238885,20690
"18011","Boone","IN",2022,551660,736162,79582,242579,246198
"13125","Glascock","GA",2022,516759,701131,219751,249431,94780
"16001","Ada","ID",2022,40752,672146,203526,118680,322368
"32023","Nye","NV",2022,816753,2076,13685,273272,127547
"32005","Douglas","NV",2022,927609,87995,289762,271983,319400
"51740","Portsmouth","VA",2022,818109,707409,479639,72888,94103
"51800","Suffolk","VA",2022,111681,481833,212431,3382,63781
"51520","Bristol","VA",2022,221618,743255,343364,197028,203030
"18121","Parke","IN",2022,378369,45725,45445,230811,331668
"18101","Martin","IN",2022,641928,120269,8649,246438,16995
"20141","Osborne","KS",2022,749984,777497,499976,207508,20178
"21071","Floyd","KY",2022,637282,136304,247011,17352,142774
"21001","Adair","KY",2022,418010,671306,65196,253357,236683
"16011","Bingham","ID",2022,328928,500561,102382,117964,235370
"16065","Madison","ID",2022,542069,81518,76953,233056,326444
"33005","Cheshire","NH",2022,53451,654992,326258,208950,202836
"35006","Cibola","NM",2022,94086,561940,34784,271373,121744
"35015","Eddy","NM",2022,479768,670040,23205,261498,201416
"53063","Spokane","WA",2022,854349,167313,10608,130735,232925
"53023","Garfield","WA",2022,806486,543708,394915,239490,79699
"21227","Warren","KY",2022,837003,472452,19593,294373,304977
"21009","Barren","KY",2022,332805,890873,421835,293132,343037
"17009","Brown","IL",2022,882351,256888,456763,173015,326206
"18037","Dubois","IN",2022,152630,294242,152008,297338,94566
"18015","Carroll","IN",2022,359911,238797,179898,60233,385540
"36085","Richmond","NY",2022,394601,233286,15454,194951,24221
"36033","Franklin","NY",2022,778495,784589,305227,136890,217540
"54009","Brooke","WV",2022,859210,562893,482466,84677,184480
"55117","Sheboygan","WI",2022,233734,86848,382902,164627,297221
"21219","Todd","KY",2022,582731,209199,75462,11048,55925
"21073","Franklin","KY",2022,231095,246163,266102,273762,388290
"21173","Montgomery","KY",2022,820889,819056,272258,139675,317026
"29103","Knox","MO",2022,771127,459334,265857,33706,285654
"31003","Antelope","NE",2022,110270,78352,297029,174689,10328
"31089","Holt","NE",2022,544111,48355,341640,150417,187137
"37071","Gaston","NC",2022,568935,590659,33968,135576,51626
"37041","Chowan","NC",2022,304251,662436,454267,87026,22502
"55059","Kenosha","WI",2022,917893,761443,194722,13711,285199
"55083","Oconto","WI",2022,85726,321724,48237,26511,211415
"21215","Spencer","KY",2022,57479,271003,488810,247706,269817
"21045","Casey","KY",2022,842362,208710,50831,289755,309998
"21223","Trimble","KY",2022,643177,210975,121543,107610,373434
"21139","Livingston","KY",2022,734895,827405,423397,141951,315356
"29141","Morgan","MO",2022,479960,867219,199665,195599,169914
"29225","Webster","MO",2022,886152,734875,198437,130721,287611
"29083","Henry","MO",2022,424937,559908,9196,148474,395663
"30037","Golden Valley","MT",2022,905942,13077,292689,172933,16727
"37033","Caswell","NC",2022,428827,446991,349007,184348,380518
"37181","Vance","NC",2022,536317,461188,146824,105071,332311
"38051","McIntosh","ND",2022,523252,18242,39952,42200,330411
"38009","Bottineau","ND",2022,750762,633816,97477,114066,329761
"55105","Rock","WI",2022,867338,619971,5636,109687,236200
"55013","Burnett","WI",2022,212207,563770,144122,166443,113638
"21201","Robertson","KY",2022,23121,588366,182310,166518,399848
"21149","McLean","KY",2022,325593,184390,436439,79611,328629
"19019","Buchanan","IA",2022,17759,183475,117869,70128,82804
"19055","Delaware","IA",2022,638701,638941,149246,91617,23950
"19013","Black Hawk","IA",2022,62401,640904,375353,171333,115192
"19117","Lucas","IA",2022,238606,441322,37852,230281,71957
"19011","Benton","IA",2022,124814,452402,442688,118172,242622
"19025","Calhoun","IA",2022,625891,46726,428570,201579,201466
"38095","Towner","ND",2022,812564,890816,272214,232348,211338
"38019","Cavalier","ND",2022,386528,695367,417839,102018,97119
"39017","Butler","OH",2022,190728,152567,75442,277359,362699
"39107","Mercer","OH",2022,750943,892447,300593,230916,385295
"55095","Polk","WI",2022,938089,880388,414875,136845,377942
"55031","Douglas","WI",2022,478282,272786,107986,277089,124415
"22003","Allen","LA",2022,36010,870326,274482,204540,304075
"22121","West Baton Rouge","LA",2022,968838,848726,387777,7041,354370
"19027","Carroll","IA",2022,249768,75295,234644,267279,306346
"19069","Franklin","IA",2022,340934,210531,76130,229315,289380
"19157","Poweshiek","IA",2022,387765,801034,57446,252870,387951
"19147","Palo Alto","IA",2022,107544,571883,266376,86072,122757
"19017","Bremer","IA",2022,710016,79737,253435,173455,34074
"19041","Clay","IA",2022,832635,436649,329110,145548,305901
"40033","Cotton","OK",2022,398461,721207,175906,99670,333352
"40139","Texas","OK",2022,462247,412764,488510,156257,365160
"56037","Sweetwater","WY",2022,600773,47928,85869,158459,124185
"56015","Goshen","WY",2022,502424,870560,474904,209443,59144
"56039","Teton","WY",2022,431277,855002,154488,67398,315828
"22061","Lincoln","LA",2022,958912,581416,344594,28812,231023
"26137","Otsego","MI",2022,673617,613924,27238,24343,144161
"26143","Roscommon","MI",2022,271282,538971,36136,197204,257788
"27059","Isanti","MN",2022,777654,497992,139186,493,263471
"19091","Humboldt","IA",2022,279420,213612,181584,10818,49904
"20173","Sedgwick","KS",2022,749868,851540,14949,203104,69280
"20079","Harvey","KS",2022,288970,606716,64673,73614,243428
"20009","Barton","KS",2022,856762,694581,465615,135745,200489
"20145","Pawnee","KS",2022,144528,742452,357598,287952,305155
"40085","Love","OK",2022,220865,272274,215705,100638,161043
"40045","Ellis","OK",2022,684591,507214,400791,285126,128272
"05119","Pulaski","AR",2022,433744,332862,98480,281337,242962
"05101","Newton","AR",2022,169319,700592,331784,101576,242744
"05141","Van Buren","AR",2022,156350,586238,470389,256868,166963
"27153","Todd","MN",2022,136635,413527,259510,287311,200861
"27131","Rice","MN",2022,705729,832928,328095,222,296368
"27121","Pope","MN",2022,195310,426568,340562,97178,97639
"27113","Pennington","MN",2022,787027,225861,301356,286616,320790
"20031","Coffey","KS",2022,110197,716593,86245,62309,104455
"20059","Franklin","KS",2022,713600,730053,439344,105204,124012
"20165","Rush","KS",2022,709210,789430,344893,64839,397340
"20105","Lincoln","KS",2022,119446,75592,440898,235711,88441
"20097","Kiowa","KS",2022,383265,256732,5176,10067,5932
"20195","Trego","KS",2022,373307,384755,127011,97979,134338
"40003","Alfalfa","OK",2022,611781,368320,222208,267083,240097
"40007","Beaver","OK",2022,762008,350866,289119,46454,278840
"05129","Searcy","AR",2022,200668,601170,459980,126112,376555
"05065","Izard","AR",2022,508761,468363,61029,241175,229332
"05037","Cross","AR",2022,584759,401035,105757,13263,54979
"28079","Leake","MS",2022,550906,492906,195355,104419,80867
"28043","Grenada","MS",2022,774844,689574,214739,162338,244543
"28123","Scott","MS",2022,168399,405251,337159,139302,172265
"28107","Panola","MS",2022,242000,461666,319341,146279,196137
"28101","Newton","MS",2022,35622,804533,19314,42354,104928
"28011","Bolivar","MS",2022,719612,54950,260841,32630,265937
"29119","McDonald","MO",2022,543588,329750,136178,182357,278878
"41063","Wallowa","OR",2022,867650,887213,142109,95776,90031
"41049","Morrow","OR",2022,481649,751132,328618,27685,208125
"42115","Susquehanna","PA",2022,166491,540385,17298,74202,342193
"08021","Conejos","CO",2022,487801,677753,373293,167094,4132
"28035","Forrest","MS",2022,279337,811203,102363,14325,342748
"28139","Tippah","MS",2022,637765,281533,422879,67601,240662
"29077","Greene","MO",2022,570911,100958,373907,14496,181009
"29159","Pettis","MO",2022,691146,609897,447992,295211,34042
"29149","Oregon","MO",2022,586487,467911,234307,281574,394117
"29510","St. Louis","MO",2022,694126,600865,1630,76539,308472
"29111","Lewis","MO",2022,924871,152195,389551,240319,92975
"46007","Bennett","SD",2022,92334,659115,463513,6392,265792
"46083","Lincoln","SD",2022,794516,875480,184084,162191,229511
"46011","Brookings","SD",2022,200260,842084,176216,285192,345689
"48067","Cass","TX",2022,955413,171101,487365,184631,377212
"12067","Lafayette","FL",2022,607264,342231,80145,8668,84587
"13247","Rockdale","GA",2022,832260,827370,348467,279794,366681
"13209","Montgomery","GA",2022,212042,198182,225273,69959,352114
"29221","Washington","MO",2022,632392,140232,422539,85201,309538
"29055","Crawford","MO",2022,862121,568578,142417,208346,125413
"29065","Dent","MO",2022,573949,189439,205004,245844,316875
"29139","Montgomery","MO",2022,695984,854786,292683,60217,321239
"29097","Jasper","MO",2022,886853,849084,339859,71774,21848
"01013","Butler","AL",2022,172995,274691,479338,223230,119096
"30091","Sheridan","MT",2022,374104,65829,285083,246664,147851
"46031","Corson","SD",2022,719887,585124,43628,146906,7215
"47125","Montgomery","TN",2022,251183,516339,435112,35644,221791
"13115","Floyd","GA",2022,926327,42838,271240,180327,164574
"13199","Meriwether","GA",2022,601218,221282,254112,213397,206593
"29047","Clay","MO",2022,764901,101388,418800,38444,242570
"29025","Caldwell","MO",2022,667635,678878,17839,231743,134958
"29169","Pulaski","MO",2022,269071,383743,430526,86527,11474
"29085","Hickory","MO",2022,671537,517365,15539,92033,262312
"31131","Otoe","NE",2022,446098,724729,56491,193733,298676
"31043","Dakota","NE",2022,155806,141676,276337,246200,266496
"31165","Sioux","NE",2022,597502,392465,25314,229467,372136
"47027","Clay","TN",2022,239103,207889,411277,287204,306685
"47137","Pickett","TN",2022,961785,784024,161507,243292,195928
"13095","Dougherty","GA",2022,942870,815044,229497,217991,331291
"13071","Colquitt","GA",2022,593199,486811,393251,44550,292700
"29223","Wayne","MO",2022,909670,597848,234763,171580,115142
"29105","Laclede","MO",2022,192515,680865,293419,104739,258488
"29135","Moniteau","MO",2022,270196,16824,30770,59159,204147
"31173","Thurston","NE",2022,159718,221185,329924,288775,206960
"31027","Cedar","NE",2022,754371,875034,468987,81071,128782
"48271","Kinney","TX",2022,708458,466820,221849,298451,287370
"48079","Cochran","TX",2022,447762,687346,491702,113979,74421
"48369","Parmer","TX",2022,513832,710381,108674,126305,243437
"13091","Dodge","GA",2022,458124,705646,141914,294220,184638
"13299","Ware","GA",2022,758761,679024,294353,157075,369964
"13035","Butts","GA",2022,120901,272326,236690,225596,159669
"13259","Stewart","GA",2022,170461,404017,292631,243763,366174
"31107","Knox","NE",2022,724214,70602,40748,187450,272819
"31051","Dixon","NE",2022,792690,506003,214497,70493,187692
"31087","Hitchcock","NE",2022,957591,214551,70237,138655,151250
"48077","Clay","TX",2022,590301,113127,131577,74120,49324
"48097","Cooke","TX",2022,332120,846700,495696,129472,235150
"13297","Walton","GA",2022,488490,631642,155198,252908,252358
"13059","Clarke","GA",2022,857333,43827,9080,225667,103602
"18105","Monroe","IN",2022,631147,890265,290504,164696,396550
"18143","Scott","IN",2022,708663,294778,18157,207165,159189
"18119","Owen","IN",2022,525648,707604,139335,118942,4048
"18023","Clinton","IN",2022,61372,701488,231253,211839,364539
"47099","Lawrence","TN",2022,434750,786826,393183,196722,262808
"47067","Hancock","TN",2022,8550,590176,102304,57979,169832
"05115","Pope","AR",2022,681544,10923,209452,276106,361585
"05079","Lincoln","AR",2022,862230,398674,95669,124540,385124
"05051","Garland","AR",2022,761082,817925,52136,222411,226711
"27035","Crow Wing","MN",2022,100922,494839,269475,125277,246211
"27109","Olmsted","MN",2022,365516,462849,36366,113115,122262
"27147","Steele","MN",2022,469409,897279,389147,263172,1072
"18145","Shelby","IN",2022,699619,469811,499151,121325,116262
"18045","Fountain","IN",2022,529153,776055,377680,257187,17136
"18149","Starke","IN",2022,569783,383733,430016,294499,12646
"47011","Bradley","TN",2022,988096,445664,95878,217420,233805
"35023","Hidalgo","NM",2022,217254,294781,490056,269164,116357
"48295","Lipscomb","TX",2022,458665,827774,325623,257413,236618
"05123","St. Francis","AR",2022,56135,279062,461216,209928,106266
"06105","Trinity","CA",2022,729003,851189,366264,121419,392466
"08095","Phillips","CO",2022,447174,564829,258635,16065,242267
"08125","Yuma","CO",2022,511784,166047,102800,21809,219954
"08047","Gilpin","CO",2022,905077,152482,150530,132403,213907
"27019","Carver","MN",2022,806664,555424,203896,13406,347988
"27083","Lyon","MN",2022,349557,309574,434653,178135,342311
"27161","Waseca","MN",2022,202213,883992,341260,234590,266386
"18115","Ohio","IN",2022,896190,50852,309323,55425,90363
"19093","Ida","IA",2022,301748,704478,131214,64715,230287
"19067","Floyd","IA",2022,924838,796174,45538,248301,376294
"19165","Shelby","IA",2022,579593,744553,143120,96251,69004
"48421","Sherman","TX",2022,53348,746070,132256,126694,344693
"48357","Ochiltree","TX",2022,868507,626269,396225,217095,61609
"48087","Collingsworth","TX",2022,252983,189355,357934,238637,124750
"48495","Winkler","TX",2022,428343,771396,410062,157023,40592
"48501","Yoakum","TX",2022,104358,696591,119463,51445,263914
"08073","Lincoln","CO",2022,776283,871627,392340,160265,244505
"08025","Crowley","CO",2022,388416,280643,109627,164564,59781
"08079","Mineral","CO",2022,105918,655421,323475,23042,366772
"27009","Benton","MN",2022,122885,566916,491235,272886,2438
"27079","Le Sueur","MN",2022,473667,837150,368145,187441,390073
"19141","O'Brien","IA",2022,175209,612673,3689,166774,148165
"19169","Story","IA",2022,998178,312601,494599,144469,125678
"19099","Jasper","IA",2022,463954,110515,124123,65674,322540
"19183","Washington","IA",2022,539428,457836,289064,144071,317017
"19065","Fayette","IA",2022,313357,846012,399831,19600,43889
"49009","Daggett","UT",2022,614697,628845,481415,213083,258583
"12019","Clay","FL",2022,577790,562436,13187,78547,80009
"13057","Cherokee","GA",2022,488697,682938,148676,99717,181485
"41037","Lake","OR",2022,663221,12223,259385,217257,170531
"37005","Alleghany","NC",2022,815365,59757,37221,205790,60418
"38021","Dickey","ND",2022,823207,385297,388122,265529,165610
"19003","Adams","IA",2022,241247,770455,236843,214833,363280
"19137","Montgomery","IA",2022,883293,318028,4084,220135,33352
"19173","Taylor","IA",2022,909656,701643,406607,120056,220366
"19079","Hamilton","IA",2022,243749,381527,380766,117126,377121
"20155","Reno","KS",2022,855077,228890,395868,286950,90399
"50025","Windham","VT",2022,826024,8293,331675,214130,289325
"13017","Ben Hill","GA",2022,978807,74405,211810,109835,74770
"13233","Polk","GA",2022,144902,159171,180096,230426,169111
"38001","Adams","ND",2022,844224,333173,24172,285888,207623
"38011","Bowman","ND",2022,501751,886870,469155,220391,156689
"38023","Divide","ND",2022,615930,430812,494918,132255,335139
"20015","Butler","KS",2022,199922,338045,444755,92105,380451
"20051","Ellis","KS",2022,795540,356910,270266,89080,376724
"20053","Ellsworth","KS",2022,853378,450782,260847,139300,49234
"20029","Cloud","KS",2022,520361,678675,282070,175301,318655
"50021","Rutland","VT",2022,148654,848587,188983,88795,379793
"13067","Cobb","GA",2022,779179,88727,247637,135074,114552
"13235","Pulaski","GA",2022,696092,109523,366157,213603,145677
"48399","Runnels","TX",2022,237542,409526,362358,159228,291332
"13085","Dawson","GA",2022,290338,437010,455025,124804,205362
"13293","Upson","GA",2022,622869,470660,442009,13901,273249
"20085","Jackson","KS",2022,663654,694949,226846,229866,194464
"20177","Shawnee","KS",2022,85260,564651,15745,83782,175769
"20049","Elk","KS",2022,451874,425957,70430,237027,364268
"20139","Osage","KS",2022,874089,142063,135587,32224,118706
"50017","Orange","VT",2022,155564,342418,147280,140211,241833
"51650","Hampton","VA",2022,747807,770401,445471,128035,211364
"48363","Palo Pinto","TX",2022,140378,196445,371061,45581,51773
"48237","Jack","TX",2022,748634,653529,297503,66381,328857
"48279","Lamb","TX",2022,979928,714307,484346,242022,92747
"48255","Karnes","TX",2022,88009,514916,67231,203746,326102
"48081","Coke","TX",2022,100411,164302,442178,293998,399023
"48297","Live Oak","TX",2022,607478,604672,130450,214737,399533
"13015","Bartow","GA",2022,271457,399857,318325,242394,341279
"13177","Lee","GA",2022,210746,543119,6847,236621,192590
"20115","Marion","KS",2022,132783,164655,211767,124551,128043
"20057","Ford","KS",2022,365383,550078,87948,105937,278360
"20189","Stevens","KS",2022,118087,681832,305566,153031,194270
"20159","Rice","KS",2022,353214,265033,199740,158096,75746
"20151","Pratt","KS",2022,33981,384149,236902,41893,282885
"51710","Norfolk","VA",2022,691535,484825,219398,294933,269730
"51810","Virginia Beach","VA",2022,680578,398037,142738,173627,48170
"51013","Arlington","VA",2022,108860,564003,342362,28391,232288
"48191","Hall","TX",2022,611730,99874,266699,149439,16645
"48269","King","TX",2022,880240,468383,80096,98476,31488
"48171","Gillespie","TX",2022,302596,780127,123824,210143,351715
"48435","Sutton","TX",2022,217271,354669,407626,256641,109794
"48159","Franklin","TX",2022,320333,173997,123251,33038,233864
"13273","Terrell","GA",2022,346474,829956,74382,194249,289752
"13249","Schley","GA",2022,60648,623313,90342,4360,395779
"13277","Tift","GA",2022,338152,691248,112046,208149,109346
"20061","Geary","KS",2022,961858,209769,406088,209662,303828
"20193","Thomas","KS",2022,151527,672355,252300,104085,175783
"20143","Ottawa","KS",2022,351522,863453,265294,27297,157825
"20205","Wilson","KS",2022,486396,868440,142730,262724,33611
"20109","Logan","KS",2022,852758,543869,189052,229203,240366
"51550","Chesapeake","VA",2022,938849,319401,162290,49108,150140
"53039","Klickitat","WA",2022,312734,142957,406179,136896,321643
"53069","Wahkiakum","WA",2022,740779,489614,206181,286804,346786
"48131","Duval","TX",2022,186655,813475,392167,167248,46722
"48283","La Salle","TX",2022,936007,486744,71162,212053,333104
"48429","Stephens","TX",2022,14370,466707,350379,140594,359029
"48503","Young","TX",2022,760105,575953,370810,224857,294387
"48195","Hansford","TX",2022,4759,67551,135707,271298,132142
"48023","Baylor","TX",2022,547067,318530,388061,55572,121480
"48127","Dimmit","TX",2022,448933,396773,41447,223439,336580
"48169","Garza","TX",2022,570412,533173,364098,266534,372898
"13255","Spalding","GA",2022,767496,531368,493978,182512,316195
"13165","Jenkins","GA",2022,81060,99066,304748,201971,193727
"20067","Grant","KS",2022,511380,428959,236211,18025,68511
"20199","Wallace","KS",2022,345030,119354,307790,30992,233952
"20033","Comanche","KS",2022,104910,17237,78382,33780,86811
"20101","Lane","KS",2022,230269,97532,420403,264524,10485
"21157","Marshall","KY",2022,335756,809623,355236,196884,336329
"21083","Graves","KY",2022,321976,231942,19247,193252,193213
"21049","Clark","KY",2022,903490,214679,427696,245771,348206
"53051","Pend Oreille","WA",2022,122488,579019,71557,262093,67655
"54053","Mason","WV",2022,910276,789313,316808,277478,38458
"48137","Edwards","TX",2022,896523,786734,422068,113725,138237
"48095","Concho","TX",2022,710450,271739,413329,53655,354755
"21193","Perry","KY",2022,968920,44521,448325,241728,257843
"21229","Washington","KY",2022,431084,586495,314368,237632,208245
"13193","Macon","GA",2022,65050,253696,324045,273332,386459
"13175","Laurens","GA",2022,606502,296373,67663,82617,25004
"21087","Green","KY",2022,688928,367328,266350,213886,350747
"45033","Dillon","SC",2022,249226,194929,491581,72811,311861
"54035","Jackson","WV",2022,683342,567336,82977,106861,343266
"54051","Marshall","WV",2022,98142,424661,149213,145251,300255
"21137","Lincoln","KY",2022,194579,662416,174324,272719,244491
"21065","Estill","KY",2022,84841,243732,48799,177193,363124
"21129","Lee","KY",2022,670587,688224,785,89542,81565
"13257","Stephens","GA",2022,574477,805014,323477,262194,196744
"13005","Bacon","GA",2022,548972,623726,277277,19893,123138
"46135","Yankton","SD",2022,634729,583991,103218,151886,316036
"46099","Minnehaha","SD",2022,189300,419494,313086,9055,315382
"46027","Clay","SD",2022,247506,60508,168127,65684,57764
"54055","Mercer","WV",2022,223814,54414,10232,31144,118234
"54069","Ohio","WV",2022,454050,503481,267898,222068,20730
"22049","Jackson","LA",2022,771118,243574,349944,196835,187304
"22093","St. James","LA",2022,769953,3232,348862,150917,367992
"23001","Androscoggin","ME",2022,482213,218566,134580,252398,88293
"13161","Jeff Davis","GA",2022,801456,591186,295630,81670,27593
"13065","Clinch","GA",2022,342400,159321,326124,56437,324653
"46053","Gregory","SD",2022,719291,516324,176547,269639,62735
"46039","Deuel","SD",2022,458147,81675,116543,152399,25335
"46101","Moody","SD",2022,987240,302088,411797,238838,10543
"54029","Hancock","WV",2022,102657,296160,261027,241361,129562
"55127","Walworth","WI",2022,287823,356965,435402,63442,325991
"23011","Kennebec","ME",2022,499523,203449,227747,149921,267182
"26087","Lapeer","MI",2022,772180,206719,261186,76280,221486
"16045","Gem","ID",2022,572500,659531,439941,285877,280171
"17053","Ford","IL",2022,29899,758664,10641,194493,300197
"46109","Roberts","SD",2022,445415,278210,7267,290934,114794
"46091","Marshall","SD",2022,656633,449161,312218,107168,233551
"55093","Pierce","WI",2022,339530,396998,328049,285397,66532
"55063","La Crosse","WI",2022,361763,63698,300388,112476,51977
"27003","Anoka","MN",2022,280874,236593,334165,130186,153432
"27123","Ramsey","MN",2022,239015,387757,39932,102182,345109
"17169","Schuyler","IL",2022,238893,461561,375415,144890,209122
"17035","Cumberland","IL",2022,331691,205686,226448,79612,13142
"18107","Montgomery","IN",2022,261411,98597,46024,95435,50454
"18103","Miami","IN",2022,503925,246924,3894,12515,183458
"46102","Oglala Lakota","SD",2022,288555,330872,368311,94108,93747
"46019","Butte","SD",2022,949486,453359,387726,9080,186116
"55061","Kewaunee","WI",2022,72723,316771,17034,258896,341299
"55065","Lafayette","WI",2022,195338,699142,121817,13971,348675
"56011","Crook","WY",2022,822479,631805,191218,263655,191405
"56005","Campbell","WY",2022,327666,829221,75479,145363,383642
"27111","Otter Tail","MN",2022,215630,45644,415016,69823,177959
"27141","Sherburne","MN",2022,846279,159489,301094,270842,192047
"18179","Wells","IN",2022,337712,835613,17215,165900,123013
"18063","Hendricks","IN",2022,904809,213578,177111,94847,241846
"18035","Delaware","IN",2022,838639,214552,133384,134033,30208
"18005","Bartholomew","IN",2022,805521,481239,176578,75147,285828
"18021","Clay","IN",2022,800675,824952,416177,110792,34102
"47069","Hardeman","TN",2022,173117,688602,9841,53904,309249
"47103","Lincoln","TN",2022,777797,824731,165239,49140,376687
"02230","Skagway","AK",2022,208379,99075,350961,66118,44038
"05059","Hot Spring","AR",2022,552310,300589,10033,98007,266158
"05105","Perry","AR",2022,153948,788710,299455,214277,14584
"22027","Claiborne","LA",2022,278736,617872,69354,244664,245500
"23009","Hancock","ME",2022,514749,843606,197263,180153,343989
"23029","Washington","ME",2022,93558,809643,136538,88627,306712
"02150","Kodiak Island","AK",2022,493723,226588,91802,228930,140461
"24041","Talbot","MD",2022,752497,518086,334267,50785,294851
"24045","Wicomico","MD",2022,392001,266334,421551,260245,146037
"24003","Anne Arundel","MD",2022,305311,671577,309235,211216,156291
"01045","Dale","AL",2022,227442,257459,151160,119511,251275
"01105","Perry","AL",2022,969559,458457,216186,10922,130733
"17143","Peoria","IL",2022,241407,524931,403696,30793,137967
"17071","Henderson","IL",2022,957197,646312,273152,176408,229155
"19043","Clayton","IA",2022,118404,299055,181947,134893,143613
"18113","Noble","IN",2022,212327,444328,114704,288256,46990
"19191","Winneshiek","IA",2022,427918,405933,386625,27091,223495
"24510","Baltimore","MD",2022,974302,333877,439947,63411,79449
"02060","Bristol Bay","AK",2022,949663,170811,415360,218074,341895
"01031","Coffee","AL",2022,260892,24146,82357,174740,117754
"01011","Bullock","AL",2022,899956,450377,57397,248496,5061
"31083","Harlan","NE",2022,542286,824250,227477,96638,394648
"31147","Richardson","NE",2022,216794,396837,262969,113355,256499
"17193","White","IL",2022,60274,395652,192359,64368,207761
"17011","Bureau","IL",2022,373810,144017,170576,209072,17425
"19129","Mills","IA",2022,561298,498404,115176,93830,40339
"18079","Jennings","IN",2022,675015,769169,225148,71122,210706
"26093","Livingston","MI",2022,303557,883758,411204,165060,358514
"26043","Dickinson","MI",2022,126041,311146,321049,156043,223517
"26001","Alcona","MI",2022,739304,649331,242425,281977,350132
"31153","Sarpy","NE",2022,359060,546087,191098,141555,112543
"31161","Sheridan","NE",2022,244941,27978,122372,267740,121486
"17025","Clay","IL",2022,67380,352107,458281,138141,61481
"16071","Oneida","ID",2022,532073,30029,121659,75773,5628
"18095","Madison","IN",2022,350183,245712,369426,269635,224881
"20103","Leavenworth","KS",2022,147593,649668,144521,249852,5291
"26031","Cheboygan","MI",2022,566940,800991,181062,185481,173401
"27063","Jackson","MN",2022,507736,298312,309208,148570,249108
"27105","Nobles","MN",2022,714023,148393,287963,129892,168393
"33003","Carroll","NH",2022,988316,342238,373165,12975,75371
"35031","McKinley","NM",2022,354555,499606,11884,65342,254172
"16019","Bonneville","ID",2022,745773,403195,260177,53960,129821
"17145","Perry","IL",2022,225142,237899,237697,48765,70517
"26009","Antrim","MI",2022,438920,777179,248099,172748,91823
"20209","Wyandotte","KS",2022,702596,193635,261822,142707,304922
"27045","Fillmore","MN",2022,166897,36639,193613,64682,235296
"27169","Winona","MN",2022,532203,69623,66537,84968,112467
"35035","Otero","NM",2022,453629,123271,151189,240987,75720
"37045","Cleveland","NC",2022,959767,647528,326969,276238,91198
"37145","Person","NC",2022,628612,144615,175515,152131,254829
"16055","Kootenai","ID",2022,42201,370417,36592,114964,92672
"17203","Woodford","IL",2022,121098,94665,209807,21031,192919
"17123","Marshall","IL",2022,841408,794161,492968,61296,320373
"20121","Miami","KS",2022,784304,12322,363796,30701,99082
"20183","Smith","KS",2022,826517,417496,463421,269932,309219
"20201","Washington","KS",2022,284757,891154,318161,33138,190806
"27025","Chisago","MN",2022,740336,144191,403619,48469,319390
"27091","Martin","MN",2022,639845,191454,85757,125921,282545
"35009","Curry","NM",2022,508920,360506,351947,72873,41845
"35029","Luna","NM",2022,539165,407974,451907,104728,179162
"36073","Orleans","NY",2022,826620,489533,445062,132652,154016
"17101","Lawrence","IL",2022,435882,382397,248675,12291,9026
