"GEOID","NAME","STATE","YEAR","TOTAL_POP","MEDIAN_AGE","WHITE_POP","BLACK_POP","ASIAN_POP","HISPANIC_POP","MEDIAN_INCOME","POVERTY_RATE","TWO_OR_MORE_RACES","NATIVE_AMERICAN","PACIFIC_ISLANDER","GROUP_QUARTERS_POP"
"06075","San Francisco","CA",2020,799463,31.3937965547666,181444,285682,53153,30028,52607,14.0974114427809,10101,509,3921,80
"06027","Inyo","CA",2020,571185,43.4050845354795,58273,76800,118020,274615,58008,24.5668677100912,7415,4775,4750,17773
"06061","Placer","CA",2020,526743,47.5529664102942,62729,261380,263940,320501,74324,10.7386811764445,36023,3987,883,46649
"37107","Lenoir","NC",2020,782096,32.2456797910854,546129,166573,23015,235829,95382,6.62142939516343,47331,2510,2114,21173
"38089","Stark","ND",2020,93338,36.3652088586241,189436,306782,169745,243559,63804,13.6747165711131,2285,4048,2025,38237
"48445","Terry","TX",2020,694252,34.1861702594906,565732,17163,108113,80577,84743,29.1424498613924,19424,3749,4835,45358
"48425","Somervell","TX",2020,666950,44.7364732809365,860369,466086,248006,212150,51217,6.34346475824714,34642,6123,4989,40418
"48069","Castro","TX",2020,398473,33.2529605505988,851410,223904,60121,204925,33350,6.63810164667666,418,9429,1555,30166
"48175","Goliad","TX",2020,471385,46.5877424133942,895283,9942,205677,149568,48929,25.3302165435161,1271,4997,1213,47560
"48235","Irion","TX",2020,781774,32.6209422200918,28355,352654,259565,133518,70547,26.2141126045026,40811,788,2733,31891
"48107","Crosby","TX",2020,425379,48.147258805111,407351,128652,254456,215891,95774,29.0237155929208,20949,4806,4893,31628
"48413","Schleicher","TX",2020,445831,35.3482249518856,463840,273634,285091,156003,84650,14.7252374864183,15205,8249,4414,18071
"49041","Sevier","UT",2020,631525,42.3575248802081,522747,236842,65450,211122,87996,9.88255664240569,33408,2075,810,43251
"72109","Patillas","PR",2020,829402,38.4621424833313,206813,261973,293505,23795,51582,22.4252282537054,44267,6357,1563,48551
"72153","Yauco","PR",2020,249525,33.1784557970241,95116,488785,159241,182438,41398,8.55178816826083,34680,7181,3709,3642
"06035","Lassen","CA",2020,720742,38.902859101072,291179,222923,142514,93759,89110,25.3977734781802,21726,267,3042,7186
"06029","Kern","CA",2020,975658,43.3375933812931,779633,296834,90316,173822,44691,8.18166895885952,29459,1768,2196,16201
"38015","Burleigh","ND",2020,191030,41.3990000402555,241898,443783,78029,318096,57179,22.7409636031371,6257,1099,97,12555
"38047","Logan","ND",2020,604320,35.3841756330803,475665,59298,139059,137265,62943,21.2765020912047,37901,7025,4327,43630
"38043","Kidder","ND",2020,875328,46.737438859418,339776,324624,182985,322043,31250,5.92212183517404,16188,5462,976,36922
"49001","Beaver","UT",2020,364982,34.2356030736119,224698,113675,231330,91975,85654,10.2579359209631,7436,410,3196,41391
"50023","Washington","VT",2020,27156,41.2750159669667,22369,428301,15471,233654,95608,14.7801560012158,28838,1089,1716,44848
"50015","Lamoille","VT",2020,807719,37.9876740928739,679697,234192,62603,8163,48933,17.0181019417942,9356,1322,1169,19389
"72001","Adjuntas","PR",2020,144107,31.6264411527663,300636,38412,251127,339012,72703,11.9179176702164,17040,6394,3257,42061
"72145","Vega Baja","PR",2020,966028,44.6893350221217,401109,436622,36652,262139,82953,20.5009595328011,16240,1570,2893,18329
"08007","Archuleta","CO",2020,515366,47.0773426489905,670407,160413,266005,29657,42000,14.4640518946107,12867,3324,3532,24686
"08103","Rio Blanco","CO",2020,610249,49.4955194322392,271308,395956,53761,210479,33743,20.9352835384198,21055,7551,777,36758
"08075","Logan","CO",2020,214243,47.1097625186667,263417,76143,296628,155921,53168,26.404574328335,14108,29,1411,38992
"39003","Allen","OH",2020,900956,44.429494314827,633694,51282,194743,177279,98603,24.1125361132436,36864,8316,188,35073
"39137","Putnam","OH",2020,698495,33.0142234358937,665201,403933,115591,373763,38782,12.2342919709627,785,4056,3462,1707
"39139","Richland","OH",2020,103868,31.4428993407637,395212,453946,1593,362114,60523,20.2263672964182,49574,7953,4545,6137
"39011","Auglaize","OH",2020,304994,44.0878707310185,757069,495535,276204,135694,40277,16.9751465623267,36504,8515,226,26477
"51135","Nottoway","VA",2020,606075,33.8245817972347,638401,63066,280153,93252,89176,7.72920909337699,25946,8055,3691,35572
"51790","Staunton","VA",2020,18891,34.3441137578338,479657,94550,58554,229777,59585,7.23351331078447,49433,4920,4147,33574
"51670","Hopewell","VA",2020,164530,34.875866365619,754511,464027,224596,85783,60245,27.9953417729121,35610,8118,333,40750
"72055","Guánica","PR",2020,87249,32.7541983965784,200462,321300,104218,179331,56645,19.7874221845996,11691,7201,136,25312
"72133","Santa Isabel","PR",2020,310635,35.6722263712436,580403,21832,197204,310196,79275,22.6732690655626,24356,6468,3951,32859
"09160","Northwest Hills","CT",2020,923297,46.945364526473,164371,187305,167210,322437,57950,25.2456504805014,31548,5304,2380,20634
"38013","Burke","ND",2020,741499,41.5266358060762,479585,305362,173980,59312,68077,24.0626615309156,13846,1907,786,346
"38079","Rolette","ND",2020,81976,45.5802664393559,346933,418063,110848,176536,99212,22.9076685162727,7854,570,4617,43935
"38075","Renville","ND",2020,216042,49.3743040086702,808761,162386,58350,362687,38012,18.1461862823926,11,2429,4226,18161
"39133","Portage","OH",2020,590128,34.1295649763197,520287,106925,296162,113685,41230,9.96284134569578,456,393,710,14539
"39005","Ashland","OH",2020,356593,38.2811251748353,38524,213780,177615,384825,90918,20.2515993395355,45156,9369,2372,29673
"39065","Hardin","OH",2020,449604,30.1372674526647,322699,460763,27596,44467,34577,5.63021065434441,26528,6758,2324,4963
"39175","Wyandot","OH",2020,779369,42.9139686422423,446016,283079,156262,191008,71445,16.3429479300976,40660,8153,4091,26715
"51750","Radford","VA",2020,367228,32.4644068069756,875286,487492,140109,97282,31948,8.78978863591328,48069,1491,3695,17686
"51183","Sussex","VA",2020,495890,31.5014369832352,269616,359053,116693,182991,84240,25.2945127675775,35202,1862,4385,35772
"51610","Falls Church","VA",2020,355872,48.1779933348298,887035,14340,177039,84449,45285,19.5987691823393,24653,4200,4532,25995
"51595","Emporia","VA",2020,600184,35.0202166475356,474994,400677,128717,204867,75738,19.3985778326169,41507,3695,3948,7326
"72121","Sabana Grande","PR",2020,444612,39.8895286023617,295464,57745,93613,174209,51290,9.63523496873677,36764,2690,3495,15825
"72147","Vieques","PR",2020,979672,44.9444818031043,306190,441336,128418,203851,35395,11.9457727484405,39440,9247,1945,24272
"39145","Scioto","OH",2020,392141,46.3216659240425,510422,39372,226775,99443,35878,22.1873734274413,23314,923,3545,16099
"39087","Lawrence","OH",2020,460584,35.2078180573881,664789,440665,230080,290795,57472,24.1837887978181,4328,8123,1841,14786
"39115","Morgan","OH",2020,288765,39.3401171872392,425633,161322,91676,226951,45874,13.0777931318153,24987,5361,4528,33707
"39067","Harrison","OH",2020,58134,43.9264055155218,197244,389172,203249,137492,53666,17.5595292018261,45745,4076,4885,6320
"40061","Haskell","OK",2020,929638,45.7285246904939,826721,344427,90494,54370,72523,21.9405744294636,21710,591,4640,24178
"51620","Franklin","VA",2020,573579,41.7795582627878,405722,140034,234241,360646,62515,21.6552630718797,5088,2614,3257,13993
"53001","Adams","WA",2020,520291,31.9853151403368,415648,461476,153761,336207,47599,18.6499707587063,17542,8135,4319,746
"54091","Taylor","WV",2020,391745,32.03782687895,217296,244856,42635,371878,96491,7.39210068830289,6731,5121,745,38056
"72071","Isabela","PR",2020,562533,34.7528989473358,467270,453364,225431,165525,37387,7.21370155923069,14788,9815,4885,625
"72017","Barceloneta","PR",2020,142627,40.3381100669503,512529,175846,28623,381829,49620,14.6853172639385,9685,4088,4261,43960
"39029","Columbiana","OH",2020,282252,37.9908649111167,631134,274438,272417,284631,62447,16.2144860322587,33958,6036,3956,43937
"39099","Mahoning","OH",2020,934325,41.8440266046673,142416,15854,261506,367808,86485,9.83183359610848,46634,1009,4889,36053
"40011","Blaine","OK",2020,376983,45.5171763524413,798047,169092,123067,138065,70134,13.0476592178456,9383,8612,3119,170
"40091","McIntosh","OK",2020,393401,30.4980424558744,833299,499973,174498,344807,87660,7.63542145839892,49850,461,168,13235
"55025","Dane","WI",2020,85919,33.2680037198588,203987,327632,60030,229702,94722,17.3740573704708,48151,6162,372,32616
"55103","Richland","WI",2020,630563,34.2482956219465,578140,114247,121363,8848,41260,12.0414078480098,8599,3131,1606,49326
"55135","Waupaca","WI",2020,24543,35.8540029777214,92376,358477,268522,312763,78539,7.0248495566193,28909,8854,4354,9880
"72111","Peñuelas","PR",2020,222889,37.9669486405328,366665,453409,146002,67525,48373,26.7473442840856,31025,9865,2940,18077
"72093","Maricao","PR",2020,524446,33.4149917913601,721193,439994,299220,275769,43744,20.4407110298052,41906,13,2082,49553
"13231","Pike","GA",2020,5830,45.1627642801031,471489,392220,67462,6109,73405,16.9787659787107,37599,5248,1377,33351
"13055","Chattooga","GA",2020,270920,35.293115451932,413167,92421,219823,351737,93523,5.04659164114855,12132,8349,3083,5340
"13011","Banks","GA",2020,582670,32.9894659621641,387511,5666,54388,109973,74858,20.4648066614754,46662,8357,2954,12543
"13003","Atkinson","GA",2020,67343,30.208003539592,849026,168810,85990,19584,65678,16.0370354785118,49506,8859,3819,29890
"31025","Cass","NE",2020,940462,36.7792685888708,126017,120574,137498,355243,33502,29.8276821861509,4313,5486,4261,25003
"31061","Franklin","NE",2020,805995,31.2490368587896,613368,21949,135866,209862,39588,5.59358114376664,47201,7742,2812,42097
"31175","Valley","NE",2020,657841,30.7151772780344,302221,450990,240135,176474,66833,13.7487813492771,15685,7080,216,45045
"48337","Montague","TX",2020,516961,39.5287404488772,141401,325086,104799,238854,81566,11.0978934634477,44674,8517,1112,8282
"48211","Hemphill","TX",2020,617371,30.2148968027905,686804,123293,218483,21119,43377,10.4014859430026,42022,6823,3869,32736
"48111","Dallam","TX",2020,678424,35.6713183131069,707145,453563,227983,355012,55286,28.1899039470591,31402,7759,2700,21753
"50001","Addison","VT",2020,67014,37.2890232969075,571226,498250,138252,261544,59398,21.6764626977965,2334,3573,3840,15176
"13321","Worth","GA",2020,772852,47.8330798260868,478579,288594,133903,283175,51591,20.11789264041,2954,7917,2153,39521
"18181","White","IN",2020,722215,45.8050673687831,819056,56128,44927,324515,70777,25.2125633950345,11844,791,1854,32834
"18011","Boone","IN",2020,642538,46.6343090962619,255442,263358,94899,149870,35808,12.311036955798,23790,8410,3985,26965
"13125","Glascock","GA",2020,538070,43.5623974958435,95512,350155,299321,237183,75583,24.5002524647862,14185,3989,4356,42816
"16001","Ada","ID",2020,166584,43.9511503279209,688565,320202,57998,270157,40896,27.1026529499795,35268,3481,2483,13407
"32023","Nye","NV",2020,861611,46.9906732486561,81552,19842,200233,247763,55908,29.6732257597614,15700,9858,214,41530
"32005","Douglas","NV",2020,604486,44.6010464662686,656930,140802,296110,155240,51596,20.886173513718,42693,2243,296,179
"51740","Portsmouth","VA",2020,307251,31.0914707789198,26610,337507,256720,243566,48968,18.4182286099531,42502,7674,1161,10633
"51800","Suffolk","VA",2020,117460,31.1947190435603,784789,10762,148951,111320,37811,16.1668900528457,40583,167,1058,18807
"51520","Bristol","VA",2020,263756,47.6154016237706,155597,138756,286785,230164,38749,12.221755158389,4724,2628,1291,42138
"18121","Parke","IN",2020,964674,33.4228693600744,148404,68906,157387,20780,33893,7.07400522776879,21131,5449,3671,5081
"18101","Martin","IN",2020,641762,31.3524750014767,709558,33493,18708,347288,57924,17.9835515748709,34721,3195,3147,47898
"20141","Osborne","KS",2020,625125,30.0921054836363,42050,41377,224670,85587,59496,9.7982539224904,46544,5474,2694,2152
"21071","Floyd","KY",2020,492257,34.4315199693665,880560,499219,260562,227482,74494,14.3680521764327,25389,4352,736,44497
"21001","Adair","KY",2020,418625,47.2211479116231,471944,470244,265754,64941,70293,18.8223223621026,48791,1341,2655,12526
"16011","Bingham","ID",2020,608079,30.3490215260535,224498,267298,188848,84328,41219,12.9632058739662,2447,4518,4031,19846
"16065","Madison","ID",2020,375386,38.1905307341367,204927,443182,181203,375254,77779,9.60056986776181,6748,4571,414,24277
"33005","Cheshire","NH",2020,863357,46.2235079752281,872041,408851,95291,273781,73840,9.62828620802611,35486,3361,1756,21213
"35006","Cibola","NM",2020,858949,41.2166481511667,312092,286667,294221,289648,59805,13.6565516598057,49774,4122,98,31437
"35015","Eddy","NM",2020,227843,47.6523520471528,181606,234434,35527,318779,33742,24.457189849345,49320,9562,4593,27490
"53063","Spokane","WA",2020,87859,39.8420298099518,842794,146102,113225,365733,75210,12.1182007028256,26877,8920,2260,13750
"53023","Garfield","WA",2020,656566,45.6061200145632,347277,307679,276349,158346,96563,27.6765146711841,2849,1236,3318,2276
"21227","Warren","KY",2020,155719,44.6953375870362,896941,174732,219816,205573,45269,12.8472638211679,48900,6500,2118,40388
"21009","Barren","KY",2020,684720,35.2246201597154,363797,166976,158367,295216,64601,21.3485760043841,43729,8043,3693,22381
"17009","Brown","IL",2020,214885,49.2281705187634,194386,445597,22121,199967,86864,7.57008072221652,301,7525,2762,43093
"18037","Dubois","IN",2020,208100,39.9121458129957,777427,482045,199637,18262,84993,18.0020001903176,9260,6482,2603,2961
"18015","Carroll","IN",2020,389908,44.1503003798425,244519,342637,245746,12048,92581,29.5368746342137,6520,9069,4236,2571
"36085","Richmond","NY",2020,296129,31.3789525115862,820463,50325,160347,158244,88148,16.1639487615321,34119,4369,2195,39071
"36033","Franklin","NY",2020,489416,31.3841661531478,115379,280482,63778,386526,58532,22.7028662292287,32889,3841,829,37469
"54009","Brooke","WV",2020,444460,44.9991942383349,258251,334652,181346,208335,79164,8.11862521921284,15208,4201,3610,24229
"55117","Sheboygan","WI",2020,133197,39.5787633908913,439329,301455,46165,290651,62402,29.3277589732315,25057,470,3543,16651
"21219","Todd","KY",2020,453043,42.7222798578441,836485,33912,118129,144156,48590,11.0653268010356,34819,5426,3032,42970
"21073","Franklin","KY",2020,665426,32.154770293273,405254,435122,266892,262832,32638,9.94417170411907,15962,6919,1455,16795
"21173","Montgomery","KY",2020,447510,39.0342018287629,372946,470624,200905,124648,39837,20.0301378394943,37643,3489,1482,23413
"29103","Knox","MO",2020,702641,44.2576750507578,760860,107450,3831,219894,71753,29.9196889519226,48926,8880,1264,37675
"31003","Antelope","NE",2020,637037,35.9982556663454,401849,442989,268120,5937,98546,11.3878689601552,12874,7628,968,6058
"31089","Holt","NE",2020,896469,45.0378784164786,239626,438510,226527,109980,74870,5.83572198054753,21357,1072,2510,42462
"37071","Gaston","NC",2020,571101,38.3712389832363,313096,280914,77467,324648,84673,24.590399088338,16509,3630,717,1254
"37041","Chowan","NC",2020,243400,34.4081664225087,65342,359372,85837,56777,56760,7.06292053917423,22048,266,4073,5805
"55059","Kenosha","WI",2020,130011,46.747448509559,366444,225799,239215,262955,92138,6.86338248895481,31699,359,1527,37389
"55083","Oconto","WI",2020,774541,41.6795630473644,362451,104352,22633,298291,44322,23.494288995862,25154,3975,2804,1645
"21215","Spencer","KY",2020,484632,40.3866547485813,558651,422466,271727,298593,71057,15.7121074513998,17331,8910,331,9148
"21045","Casey","KY",2020,395708,47.6745841046795,541026,384643,37796,317174,71642,6.80056883837096,25359,9530,3861,5502
"21223","Trimble","KY",2020,503500,37.9249265557155,186519,139953,117557,207911,39842,17.4162888212595,36771,1612,1093,43118
"21139","Livingston","KY",2020,956352,43.9813439408317,421194,244560,63845,218865,53622,12.123946188949,33647,7255,4987,12953
"29141","Morgan","MO",2020,207103,31.0506913391873,126189,384360,59085,36725,35566,5.22237446391955,42099,2349,3317,44379
"29225","Webster","MO",2020,824048,36.1663753818721,283321,13383,270709,381746,30473,7.28329865494743,13343,6612,3103,3375
"29083","Henry","MO",2020,551971,48.3315904438496,838435,112809,289569,69227,79109,12.9660171410069,35255,4191,911,12682
"30037","Golden Valley","MT",2020,565124,42.2831104137003,95219,444934,8144,275369,84409,23.2712780311704,22736,9743,1887,5049
"37033","Caswell","NC",2020,502229,31.8707359395921,725657,257766,188874,280780,87694,23.2718767959159,8023,3339,3749,13566
"37181","Vance","NC",2020,443429,43.1121846614406,793942,316059,154834,57825,99172,27.9806391871534,40442,7215,2521,44494
"38051","McIntosh","ND",2020,720344,32.1263374574482,164085,267886,58761,137691,87689,6.4671892800834,8186,4543,3634,44152
"38009","Bottineau","ND",2020,329656,47.2778799990192,201537,159318,199218,75586,86712,17.006605474744,4053,129,3786,11626
"55105","Rock","WI",2020,889945,33.5700412560254,822175,65254,296478,145617,67206,19.1845585254487,17906,4894,1970,14956
"55013","Burnett","WI",2020,224664,30.8170372107998,128518,497988,200444,374084,67150,10.5444120487664,39877,4608,1462,8115
"21201","Robertson","KY",2020,464039,33.9592445548624,601391,393707,218051,133438,33201,29.5903476781677,19627,2875,446,14105
"21149","McLean","KY",2020,495358,38.3564863773063,147066,146066,186912,267092,58273,7.49883034848608,25749,3743,2704,34281
"19019","Buchanan","IA",2020,763644,46.8103504506871,239946,15112,198649,16924,86840,25.9689301846083,38281,5037,427,48142
"19055","Delaware","IA",2020,48628,47.2593606216833,115942,318555,66978,138175,53901,12.5649665785022,27928,3605,775,10897
"19013","Black Hawk","IA",2020,405892,40.2905709063634,607399,38561,214645,198599,40720,29.613672652049,35300,979,4058,42548
"19117","Lucas","IA",2020,148544,43.8273006025702,73157,32697,100422,268029,63689,13.2493941416033,7369,7788,1482,36306
"19011","Benton","IA",2020,311883,49.2483258387074,716899,118780,207227,45605,41692,18.0452683370095,25005,870,3907,24161
"19025","Calhoun","IA",2020,322110,49.0530330687761,119535,397096,26597,302065,97574,25.2780853200238,42678,2474,371,44792
"38095","Towner","ND",2020,645715,41.4714218489826,807287,213986,186641,118139,77136,26.5519302466419,7790,9869,499,19640
"38019","Cavalier","ND",2020,623828,45.2221477217972,355309,437263,141097,199831,30017,6.28153216210194,7504,3240,1250,1193
"39017","Butler","OH",2020,322817,34.2471194453537,557689,45587,52174,11531,53060,23.8384536653757,45991,9647,2780,28652
"39107","Mercer","OH",2020,364164,30.6078863563016,489039,477770,271206,281103,90680,16.1593403038569,14517,9408,1038,11780
"55095","Polk","WI",2020,566574,40.0798350758851,453122,180625,163053,338648,67640,9.12566551822238,5267,9531,873,4697
"55031","Douglas","WI",2020,702326,30.6751140905544,713800,38057,284031,56877,58963,12.3064057447482,589,5719,1209,24082
"22003","Allen","LA",2020,174648,35.1949160126969,765416,143931,211969,247343,97816,19.5570285734721,4639,2310,3395,46800
"22121","West Baton Rouge","LA",2020,655641,44.2618259740993,40128,319890,225599,177798,76640,12.8852467297111,47271,3494,1644,319
"19027","Carroll","IA",2020,164326,47.3452159110457,777337,301837,9405,359291,43353,9.2723088816274,5601,6493,940,45912
"19069","Franklin","IA",2020,516328,49.2972396453843,313357,358464,241328,247923,30321,20.6531554704998,33911,9841,1805,36903
"19157","Poweshiek","IA",2020,20187,43.5998361930251,223896,489899,143778,350506,52704,9.4050081865862,9974,3273,2382,13739
"19147","Palo Alto","IA",2020,872597,40.1255186181515,128215,480549,97156,6671,55881,7.11107132490724,74,4509,4833,5018
"19017","Bremer","IA",2020,423350,30.9466468309984,494204,354537,218687,395889,91890,26.3313442072831,17608,1688,485,40225
"19041","Clay","IA",2020,126940,32.5376895489171,83016,274104,14368,245517,60315,21.7865834897384,27866,9772,823,35030
"40033","Cotton","OK",2020,60313,45.2855032635853,390593,239276,278432,52057,78730,18.3494901878294,34028,2268,4324,17191
"40139","Texas","OK",2020,163114,42.1729732258245,510717,272760,42858,118184,53543,14.4303018820938,45047,9871,1724,9457
"56037","Sweetwater","WY",2020,744635,40.3743878239766,510775,125725,93022,341537,97073,5.19341075094417,37639,6973,4030,10292
"56015","Goshen","WY",2020,297774,43.9873294951394,385967,171241,120520,210726,30520,28.9378949685488,46591,8682,1338,6368
"56039","Teton","WY",2020,949588,39.9751328770071,537309,165927,292966,88534,43310,23.7074347748421,21130,3204,491,47796
"22061","Lincoln","LA",2020,978292,34.9101608758792,496857,205886,139564,273660,44037,28.4356481174473,36602,8717,955,24465
"26137","Otsego","MI",2020,605862,33.3662051521242,22089,190174,44861,45574,41523,10.9123389306478,1500,9458,2473,25681
"26143","Roscommon","MI",2020,548814,43.6361953057349,620295,317167,60664,309080,44205,5.76709227869287,2453,7263,1652,45702
"27059","Isanti","MN",2020,645505,47.7155875042081,274782,357652,198940,380173,66694,24.4057555054314,49169,3880,3298,46437
"19091","Humboldt","IA",2020,936726,39.4347370229661,718781,38584,237585,271221,74298,13.012542524375,6368,397,4086,38682
"20173","Sedgwick","KS",2020,775689,31.4786698436365,888982,143302,21915,342821,42898,6.78852022509091,28848,4961,3816,36185
"20079","Harvey","KS",2020,39999,40.463435119018,174856,454930,239356,126225,68256,11.0322239529341,2153,6900,4412,38531
"20009","Barton","KS",2020,208735,47.726394245401,238599,117811,162479,209339,83371,29.9700244457927,19629,7412,2341,8591
"20145","Pawnee","KS",2020,982770,43.5026912530884,881543,354730,1466,41252,93141,11.8620019010268,42215,2204,4122,44115
"40085","Love","OK",2020,695343,37.3151957849041,887966,380791,261796,341975,44368,26.2410368141718,1203,6945,30,36178
"40045","Ellis","OK",2020,731324,33.5809705080464,595934,100500,68994,101949,37777,25.5165822932031,29154,199,732,27386
"05119","Pulaski","AR",2020,139394,34.9832531623542,532817,317015,223498,69505,98022,15.0070472515654,33863,3922,207,9110
"05101","Newton","AR",2020,610296,48.078964180313,401797,216760,292127,151046,72753,9.00168936466798,44110,9447,2046,785
"05141","Van Buren","AR",2020,348864,30.864245579578,19496,494916,177295,210562,77740,28.2984415546525,43025,3378,2641,48054
"27153","Todd","MN",2020,48634,48.93103744369,528021,464286,52323,301757,91741,26.5632211707998,10514,5019,4020,8360
"27131","Rice","MN",2020,118243,48.4164189966395,832647,461608,201460,357352,76322,11.9538212148473,29033,3224,4081,45967
"27121","Pope","MN",2020,660117,49.7291038697585,371536,140637,24140,119983,61755,13.3156328240875,23353,5220,667,9929
"27113","Pennington","MN",2020,673859,38.4215271286666,858091,467222,1260,288421,73251,26.3042578368913,21232,3491,2456,19009
"20031","Coffey","KS",2020,269461,41.9208722189069,403994,126104,33358,392150,38539,23.2077195553575,48302,1002,3474,839
"20059","Franklin","KS",2020,382535,37.4300709925592,450498,292679,243437,391616,98552,12.0211727463175,43824,1562,3886,4657
"20165","Rush","KS",2020,436080,38.9180280501023,660007,334595,40860,264847,54729,13.6458182020579,38431,455,4112,2045
"20105","Lincoln","KS",2020,120266,44.2995754443109,408740,23146,149881,325068,85812,15.0983485172037,25508,8965,4029,38922
"20097","Kiowa","KS",2020,526459,48.3273523626849,388112,84726,264682,73962,50575,5.26955261128023,31618,6424,2375,6995
"20195","Trego","KS",2020,383281,47.2191353468224,359696,81342,234821,235516,31261,15.0370892381761,33005,3822,126,48512
"40003","Alfalfa","OK",2020,285827,37.854205952026,27703,193958,123553,270385,63324,7.85886280471459,28094,9896,1478,25069
"40007","Beaver","OK",2020,374521,38.3448814926669,352074,54856,292672,122933,68605,20.727256849641,46447,3516,2126,10293
"05129","Searcy","AR",2020,272152,34.0838313428685,68936,384076,117736,243134,34935,15.6171774619725,22135,9177,940,28149
"05065","Izard","AR",2020,294667,31.3480094866827,445367,399486,161215,182397,91485,26.6206783021335,18453,6562,3387,41266
"05037","Cross","AR",2020,351290,39.4784950325266,783546,192867,7376,308814,56193,18.1897490529809,30359,1068,3646,21171
"28079","Leake","MS",2020,374991,31.5951255662367,167352,207325,234690,250220,52139,14.4665734854061,17703,3325,4010,17972
"28043","Grenada","MS",2020,627256,45.5367060704157,802861,377844,172290,94682,60711,17.2246985265519,16587,3307,4759,12809
"28123","Scott","MS",2020,649366,37.2835742682219,744692,320237,188356,118550,81228,8.67358334478922,16766,3698,1920,15867
"28107","Panola","MS",2020,767689,48.1935206241906,439363,436146,27886,358807,86695,11.7930184013676,40083,9527,4269,27297
"28101","Newton","MS",2020,463363,37.5944079691544,666026,103906,10403,87198,42182,24.8536396725103,45257,1880,4037,39564
"28011","Bolivar","MS",2020,639734,36.9114192761481,325772,186347,146328,284377,90148,29.4546156842262,14154,5765,4870,44630
"29119","McDonald","MO",2020,290382,41.1516689369455,610814,158350,34540,397859,75133,6.50269420119002,6993,1385,935,7188
"41063","Wallowa","OR",2020,585742,41.0375071503222,690992,261458,66245,337610,53396,20.1230600429699,15813,9258,1444,35396
"41049","Morrow","OR",2020,102601,39.3078565271571,235573,492371,72719,65508,43294,6.5666201186832,31357,2489,3514,27692
"42115","Susquehanna","PA",2020,227907,48.806584822014,211713,170254,296469,397451,64493,29.4487874908373,18242,5010,313,42646
"08021","Conejos","CO",2020,492934,44.3240811675787,337751,72637,12297,316981,56271,8.68513190187514,2010,4982,907,37578
"28035","Forrest","MS",2020,639623,49.956406801939,163137,346534,216743,62709,64893,13.9115997485351,1654,6535,1311,31150
"28139","Tippah","MS",2020,766119,37.9581111529842,130372,67341,271621,346466,89491,7.0054743567016,2520,3578,1123,23821
"29077","Greene","MO",2020,606552,34.1044658981264,433967,422667,146101,98124,61712,23.1867549021263,9390,9283,2587,49864
"29159","Pettis","MO",2020,72386,32.5069326814264,129704,497509,117996,366749,54175,5.65624031703919,2263,2670,365,48605
"29149","Oregon","MO",2020,173526,35.7641849480569,168281,456957,674,342813,65544,10.0646600197069,41001,271,527,40656
"29510","St. Louis","MO",2020,128566,30.2411959692836,695272,288845,123084,209503,30207,23.114353553392,47424,7586,4505,18702
"29111","Lewis","MO",2020,353318,41.2940660119057,533490,93281,278474,185488,45294,14.5214515982661,4378,6958,3941,21113
"46007","Bennett","SD",2020,941562,34.6259860182181,600891,110715,200009,275586,70093,27.9648142762017,49270,1613,2115,5228
"46083","Lincoln","SD",2020,659444,33.819357608445,659664,435099,156867,223852,42771,21.9422541745007,23103,5798,3739,24788
"46011","Brookings","SD",2020,577866,42.4034012341872,171264,117208,20008,356816,97284,23.7007934553549,6257,3811,1575,49718
"48067","Cass","TX",2020,540706,30.3619197849184,567972,402722,274159,34801,48067,8.24443039717153,15566,5328,1052,40263
"12067","Lafayette","FL",2020,198282,38.5293954936787,794678,269292,196489,147743,61561,6.68853381182998,1615,885,2578,46594
"13247","Rockdale","GA",2020,951412,31.4543783292174,851887,141576,274340,326491,83850,11.6761130525265,6635,6969,5000,32318
"13209","Montgomery","GA",2020,643710,31.9792890222743,19419,266270,297328,169845,72873,9.84676143387333,35534,1285,1780,22076
"29221","Washington","MO",2020,287638,40.9436359489337,796535,482495,210670,8337,40645,13.2196366041899,19797,8646,1613,15613
"29055","Crawford","MO",2020,107692,37.961100214161,607455,350582,132149,54731,37751,10.1818825246301,32571,803,1720,28573
"29065","Dent","MO",2020,571158,39.7734501492232,765216,217430,116612,251665,55709,9.18917718343437,22288,9629,1107,48065
"29139","Montgomery","MO",2020,911075,48.7754367943853,678733,301611,25779,32689,75173,6.9807665317785,42740,9552,1143,15846
"29097","Jasper","MO",2020,940531,33.8891465822235,622215,318597,236942,156655,89336,9.68100346042775,2672,5096,4192,21436
"01013","Butler","AL",2020,277572,37.7999093430117,596512,78319,265889,379383,31815,21.4051675004885,26031,8621,807,21467
"30091","Sheridan","MT",2020,322116,39.4106141058728,639403,490131,291362,299604,59568,27.4801435077097,46993,7185,445,9678
"46031","Corson","SD",2020,111389,35.1139256171882,49797,171188,50436,195076,55256,23.8115669821855,132,2130,2175,5079
"47125","Montgomery","TN",2020,13779,33.1497106747702,178720,358453,124032,60031,50451,10.0161911814939,26532,7083,225,9989
"13115","Floyd","GA",2020,53104,31.7994740884751,603683,231164,228359,227862,98548,24.348202785477,14460,462,3946,19816
"13199","Meriwether","GA",2020,94732,38.4827557159588,561178,135373,79242,210373,69843,23.7001961865462,329,589,1278,35650
